1,0.93125,-0.36596,-0.037262,-0.3832,-0.52531,0.22055,0.55746,-0.42691,-0.37738,0.89005,0.76205,0.79726,0.71532,0.48604,0.40529,0.83611,0.74432,0.86013,0.83625,0.13193,0.050627,-0.33957,-0.45938,-0.48993,-0.46884,0.068375,0.3426,0.82302,0.74396,0.50195,0.052543,0.86125,0.81567,0.81731,0.66561,0.78328,0.78315,0.22232,0.33837,0.58398,0.48905,0.45708,-0.029585,0.81934,0.72753,-0.30777,0.2931,0.33688,-0.08647,0.68639,-0.056648,-0.34791,-0.33631,0.68424,0.59208,0.94963,0.86552,0.64341,0.41538,0.90564,0.80087,0.86941,0.86318,0.79254,0.46758,0.79397,0.82884,0.85993,0.79948,0.74217,0.26221,0.83066,0.77374,0.74611,0.66789,0.59516,0.55323,0.73899,0.74363,0.81887,0.82688,0.57713,0.42824,0.7082,0.69748,0.4184,0.29296,0.74365,0.49999,0.29152,0.63946,-0.22518,0.1485,0.65431,0.66748,0.81217,0.75107,0.81741,0.83366,0.66446,0.57267,0.77447,0.7555,0.52601,0.72621,0.65505,0.67698,0.61761,0.72113,0.73791,0.61358,0.39207,0.52388,0.73016,0.62477
0.93125,1,-0.36434,-0.047821,-0.39816,-0.51714,0.19599,0.53922,-0.41087,-0.35586,0.85337,0.76419,0.7804,0.71134,0.52162,0.44676,0.83327,0.78838,0.88125,0.8552,0.13019,0.10513,-0.32493,-0.45521,-0.4708,-0.4522,0.11277,0.39957,0.82839,0.77356,0.49277,0.030006,0.85875,0.79396,0.77389,0.62445,0.75326,0.79163,0.25496,0.39103,0.57719,0.50023,0.46217,-0.016942,0.76312,0.71535,-0.32466,0.247,0.2581,-0.081274,0.62673,-0.067879,-0.3477,-0.3439,0.68817,0.58169,0.92094,0.88976,0.59242,0.38831,0.85733,0.79219,0.82611,0.89435,0.72648,0.42516,0.73861,0.78448,0.86511,0.81087,0.72478,0.23398,0.83087,0.79679,0.72978,0.65068,0.56259,0.53666,0.74157,0.76692,0.8162,0.83698,0.62833,0.4809,0.67497,0.69836,0.48639,0.37942,0.71985,0.50079,0.27316,0.62609,-0.22574,0.13874,0.64566,0.69183,0.79192,0.75611,0.80155,0.82459,0.64436,0.54167,0.76433,0.74575,0.52665,0.73079,0.65411,0.66391,0.62397,0.7052,0.71338,0.61552,0.42667,0.56555,0.71042,0.57812
-0.36596,-0.36434,1,0.80529,0.86969,0.91718,0.77668,0.29545,0.88109,0.91498,-0.24324,-0.084595,-0.1251,-0.11485,0.2498,0.33306,-0.23735,-0.14072,-0.31226,-0.22046,0.35473,0.01834,0.97362,0.93221,0.89234,0.89077,0.67019,0.32293,-0.3795,-0.29577,0.070445,0.43305,-0.1982,-0.21324,-0.13925,0.041539,-0.40449,-0.26647,0.3047,0.25263,-0.18693,-0.24171,0.44009,0.8196,-0.58528,-0.17508,0.76316,0.31238,0.30804,0.83885,-0.50458,0.85595,0.87257,0.87278,-0.12741,0.11543,-0.40909,-0.35734,0.11029,0.33721,-0.28756,-0.19703,-0.28498,-0.36955,-0.084382,0.36021,-0.1394,-0.19331,-0.47416,-0.40087,-0.095252,0.35518,-0.46039,-0.37721,-0.36189,-0.21539,-0.12839,-0.067913,-0.16901,-0.14019,-0.21851,-0.26114,0.10617,0.23558,-0.10584,-0.021449,0.13364,0.16964,-0.26464,0.24999,0.44835,-0.058993,0.79108,0.45395,-0.44452,-0.70296,-0.70345,-0.72709,-0.66524,-0.57668,-0.1002,0.052992,-0.33081,-0.41347,-0.14531,-0.29814,-0.51444,-0.66186,-0.54153,-0.65471,-0.71359,-0.66347,-0.15066,-0.29798,-0.70964,-0.43276
-0.037262,-0.047821,0.80529,1,0.71369,0.74156,0.78621,0.67376,0.71059,0.78149,0.11191,0.27757,0.22394,0.29803,0.45968,0.55215,0.048054,0.13693,-0.032778,0.12525,0.38519,0.12339,0.84283,0.80248,0.71293,0.7595,0.70525,0.58692,-0.041421,0.050901,0.453,0.66637,0.094581,0.179,0.10404,0.26421,-0.12905,0.030225,0.35428,0.31022,0.023842,-0.027829,0.42269,0.61764,-0.1665,-0.074299,0.66889,0.5276,0.62875,0.58629,-0.027434,0.70871,0.68534,0.63961,0.035256,0.22361,-0.12143,-0.11317,0.26453,0.3844,-0.0067068,0.051957,0.041818,-0.060776,0.22733,0.52146,0.11428,0.079791,-0.22798,-0.18231,0.20259,0.56951,-0.11597,-0.018258,-0.023465,0.1303,0.091517,0.14238,0.08272,0.14736,0.037625,0.036064,0.27945,0.36975,0.16012,0.1972,0.22626,0.25201,-0.035346,0.3068,0.50803,0.098583,0.71148,0.4753,-0.067165,-0.44029,-0.34246,-0.48325,-0.34036,-0.3296,0.18843,0.25412,-0.038032,-0.13148,0.12575,-0.0648,-0.30766,-0.44407,-0.33264,-0.34509,-0.35186,-0.47497,-0.22905,-0.13609,-0.29878,-0.055818
-0.3832,-0.39816,0.86969,0.71369,1,0.88927,0.59852,0.18166,0.9079,0.89803,-0.25751,-0.12161,-0.19889,-0.1429,0.31558,0.34396,-0.14943,-0.081905,-0.4322,-0.22088,0.45978,0.2414,0.84875,0.88877,0.84113,0.83371,0.70262,0.24388,-0.40257,-0.30118,-0.078478,0.41305,-0.28858,-0.25618,-0.17614,0.080699,-0.39368,-0.25768,0.4626,0.36568,-0.18878,-0.22501,0.23889,0.67711,-0.5173,-0.32971,0.84464,0.44532,0.39607,0.659,-0.37124,0.7563,0.87247,0.84865,-0.10904,0.14054,-0.39897,-0.33887,0.14039,0.38567,-0.29619,-0.19627,-0.28791,-0.38237,-0.14947,0.2925,-0.10307,-0.17234,-0.4771,-0.34006,-0.18039,0.37618,-0.48013,-0.40521,-0.38838,-0.2344,-0.19043,-0.096234,-0.09913,-0.13392,-0.17045,-0.20463,0.13545,0.31403,-0.025318,0.0063981,0.1558,0.30423,-0.17233,0.24507,0.34873,-0.084559,0.70983,0.36583,-0.31252,-0.64935,-0.65719,-0.73226,-0.68143,-0.57459,-0.1658,-0.013386,-0.3607,-0.45586,-0.11764,-0.39459,-0.54662,-0.6815,-0.46798,-0.6544,-0.68123,-0.7164,-0.27918,-0.26101,-0.63446,-0.28837
-0.52531,-0.51714,0.91718,0.74156,0.88927,1,0.54555,0.11534,0.94898,0.94899,-0.41123,-0.26126,-0.32127,-0.28329,0.18163,0.29184,-0.37616,-0.27756,-0.52268,-0.35152,0.3362,0.079674,0.89806,0.95709,0.96332,0.97026,0.59697,0.2663,-0.52615,-0.41135,-0.043669,0.44234,-0.34141,-0.33079,-0.2987,-0.057385,-0.51754,-0.36915,0.27877,0.20436,-0.29532,-0.29018,0.1837,0.6717,-0.65766,-0.44872,0.82191,0.34239,0.30645,0.64905,-0.4888,0.74033,0.86897,0.84827,-0.29287,-0.037411,-0.53907,-0.47401,0.0047692,0.27536,-0.43278,-0.29569,-0.43356,-0.49262,-0.27171,0.24722,-0.2663,-0.33301,-0.57961,-0.48896,-0.23866,0.37335,-0.60348,-0.49493,-0.47316,-0.28362,-0.20463,-0.11938,-0.29757,-0.24611,-0.36242,-0.40079,-0.024614,0.1311,-0.21016,-0.17234,0.031639,0.074242,-0.40049,0.086643,0.38279,-0.14644,0.83766,0.46702,-0.44061,-0.79429,-0.77736,-0.83443,-0.76725,-0.70199,-0.18139,0.002878,-0.45106,-0.49744,-0.17512,-0.42126,-0.56942,-0.72421,-0.64946,-0.76173,-0.77262,-0.78989,-0.34737,-0.31882,-0.73052,-0.41756
0.22055,0.19599,0.77668,0.78621,0.59852,0.54555,1,0.71282,0.57586,0.65212,0.3438,0.44075,0.43909,0.39513,0.54272,0.5871,0.26033,0.30984,0.25241,0.29682,0.38492,-0.003615,0.77854,0.6238,0.54047,0.55302,0.71506,0.56134,0.17335,0.20304,0.45446,0.46718,0.31391,0.29498,0.34561,0.40474,0.10053,0.20554,0.38556,0.37061,0.19275,0.054571,0.77997,0.79964,-0.065903,0.36719,0.47439,0.38689,0.46319,0.81656,-0.1219,0.80293,0.59521,0.61728,0.28923,0.4404,0.13975,0.12254,0.44959,0.50359,0.25929,0.22673,0.27247,0.15503,0.42281,0.59463,0.31376,0.29595,1.9066e-05,0.027713,0.38064,0.46764,0.080944,0.11305,0.12539,0.18737,0.23479,0.25577,0.26827,0.2908,0.27602,0.23888,0.46247,0.49233,0.27599,0.3926,0.40681,0.3412,0.18686,0.5444,0.62501,0.32626,0.6105,0.50379,-0.087674,-0.25369,-0.19014,-0.22805,-0.1208,-0.043317,0.30966,0.37645,0.1732,0.07001,0.14948,0.18139,-0.1166,-0.23463,-0.15502,-0.17799,-0.24392,-0.22496,0.17574,0.013253,-0.25125,-0.079918
0.55746,0.53922,0.29545,0.67376,0.18166,0.11534,0.71282,1,0.14478,0.25244,0.67872,0.7868,0.75265,0.81399,0.57291,0.65511,0.52264,0.55208,0.55635,0.6046,0.29939,0.086447,0.37335,0.2098,0.088923,0.14206,0.50758,0.67357,0.54706,0.5807,0.71239,0.51505,0.58557,0.6778,0.53447,0.52985,0.42664,0.51271,0.27864,0.28075,0.38251,0.3073,0.61564,0.33832,0.47513,0.50443,0.13163,0.44064,0.65581,0.33452,0.46226,0.40452,0.15596,0.13292,0.42206,0.44069,0.45387,0.40655,0.51974,0.40029,0.55391,0.4993,0.58887,0.52082,0.70668,0.62918,0.53105,0.5457,0.29787,0.28337,0.64829,0.53,0.48585,0.52927,0.51257,0.53733,0.43108,0.4219,0.48357,0.5459,0.52706,0.53489,0.50662,0.47553,0.51025,0.54988,0.44152,0.33157,0.41397,0.48176,0.54153,0.48199,0.29463,0.36921,0.39277,0.19341,0.34249,0.22438,0.37392,0.35466,0.5687,0.50491,0.49616,0.43589,0.39529,0.4458,0.21965,0.17218,0.21283,0.29968,0.29715,0.15006,0.16081,0.26941,0.3041,0.36332
-0.42691,-0.41087,0.88109,0.71059,0.9079,0.94898,0.57586,0.14478,1,0.94793,-0.30844,-0.17538,-0.2055,-0.20822,0.34755,0.40681,-0.2365,-0.17235,-0.45233,-0.26349,0.38599,0.14666,0.87025,0.91859,0.93923,0.93348,0.67736,0.31751,-0.41644,-0.31053,-0.015741,0.42764,-0.27282,-0.28779,-0.21785,0.034158,-0.42654,-0.28657,0.38915,0.2774,-0.20028,-0.26815,0.25676,0.69856,-0.56668,-0.35499,0.82401,0.42501,0.34564,0.66447,-0.4194,0.76199,0.8578,0.85096,-0.1334,0.094477,-0.41967,-0.35598,0.11716,0.36806,-0.32724,-0.19934,-0.32061,-0.39475,-0.18661,0.26892,-0.15193,-0.21466,-0.4991,-0.36932,-0.18499,0.38364,-0.51675,-0.43075,-0.42686,-0.26578,-0.20065,-0.094048,-0.18189,-0.16615,-0.21523,-0.27696,0.11902,0.25134,-0.06346,-0.04228,0.15454,0.21196,-0.26523,0.21875,0.45102,-0.0020709,0.84038,0.54211,-0.33744,-0.69687,-0.67185,-0.72965,-0.66328,-0.57486,-0.10005,0.1075,-0.33965,-0.36518,-0.065891,-0.29802,-0.44816,-0.62552,-0.57661,-0.6882,-0.68855,-0.72496,-0.28113,-0.15184,-0.62223,-0.3307
-0.37738,-0.35586,0.91498,0.78149,0.89803,0.94899,0.65212,0.25244,0.94793,1,-0.26292,-0.10455,-0.15859,-0.12584,0.33873,0.43569,-0.19884,-0.1147,-0.38851,-0.20988,0.37566,0.13528,0.89772,0.93078,0.92597,0.92817,0.71984,0.39762,-0.38402,-0.2716,0.028856,0.47214,-0.22279,-0.23149,-0.17082,0.067132,-0.4241,-0.26197,0.36823,0.29481,-0.20796,-0.23142,0.33002,0.72679,-0.54208,-0.28476,0.79812,0.40588,0.37462,0.71905,-0.40065,0.7999,0.87754,0.86376,-0.097561,0.14466,-0.39258,-0.30681,0.14736,0.40179,-0.26104,-0.11079,-0.28754,-0.33215,-0.11368,0.37314,-0.12281,-0.17641,-0.45854,-0.34681,-0.12733,0.41514,-0.48411,-0.37377,-0.40105,-0.2058,-0.16118,-0.057878,-0.12537,-0.098261,-0.18254,-0.2228,0.13573,0.30248,-0.048334,0.014415,0.17423,0.25886,-0.23994,0.26244,0.45706,-0.013649,0.82766,0.50546,-0.34512,-0.68602,-0.66062,-0.73812,-0.64902,-0.57088,-0.074149,0.097626,-0.31344,-0.36771,-0.10304,-0.2978,-0.4748,-0.62827,-0.53239,-0.65605,-0.68569,-0.71165,-0.2511,-0.18463,-0.63932,-0.33918
