DL
N=43 NM=2
FORMAT = FULLMATRIX DIAGONAL PRESENT
LEVEL LABELS:
"bb"
"bc"
DATA:
   8   0   0   0   2   4   0   1   0   0   0   0   0   0   2   1   0   1   0   0   1   0   0   0   1   2   0   0   1   2   0   0   0   0   0   1   0   1   0   0   1   1   0
   0   6   1   0   2   2   3   1   0   0   0   0   0   0   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0
   0   1  27   0  12  10  18   1   0   0   0   0   0   1   6   0   1   0   0   3   1   0   0   0   0   0   0   0   0   1   0   1   0   0   0   1   1   2   0   0   0   0   0
   0   0   0   7   0   3   1   0   0   0   1   0   0   2   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   1
   2   2  12   0  92  47  17   7   0   0   1   1   0   8  29   2   5   1   0   0   5   1   2   2   0   4   0   0   3   6   8   3   0   0   0   0   0  11   1   0   7   0   3
   4   2  10   3  47 138  28  17   0   0   6   0   0  16  38   5  17   2   0   1   3   0   0   3   2   8   0   0   3   5  17   5   1   1   1   0   0  18   2   1  10   2   5
   0   3  18   1  17  28  73  15   0   0   0   0   1   7  20   7   9   1   0   3   2   1   2   1   0   5   0   0   0   4   4   1   0   2   2   0   1   5   4   0   2   1   0
   1   1   1   0   7  17  15  34   0   0   0   1   0   0  14   2   4   0   0   0   0   0   0   1   0   2   0   0   0   0   6   0   0   1   0   1   0   2   0   0   1   0   0
   0   0   0   0   0   0   0   0  11   3   0   2   4   0   0   0   0   2   4   0   0   0   1   0   4   0   3   1   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   3   4   0   0   4   0   0   0   0   0   2   0   0   0   0   0   1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   1   1   6   0   0   0   0   8   0   0   1   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   1   0   0   0   0   0
   0   0   0   0   1   0   0   1   2   0   0  21   3   0   2   0   2   6   5   0   0   5   4   5   1   3   4   0   1   0   0   0   0   5   5   0   0   0   0   1   0   0   1
   0   0   0   0   0   0   1   0   4   4   0   3  28   0   0   0   0   2   3   0   1   0   1   0   4   1   1  17   6   1   0   0   6  15  13   3   0   0   0   0   0   2   0
   0   0   1   2   8  16   7   0   0   0   1   0   0  30   1   0   7   0   0   1   1   0   0   0   0   1   0   0   0   1   1   0   0   0   0   0   0   4   2   0   1   0   3
   2   0   6   0  29  38  20  14   0   0   2   2   0   1  79   5   8   0   0   1   2   2   0   1   0  13   0   0   1   1  16   1   0   1   0   0   1   7   0   0   4   0   2
   1   0   0   0   2   5   7   2   0   0   0   0   0   0   5  12   1   0   0   0   0   0   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   2   0   1   0   0
   0   2   1   2   5  17   9   4   0   0   0   2   0   7   8   1  29   0   0   0   0   0   0   0   0   2   1   0   0   0   2   0   0   0   0   0   0   2   1   0   2   0   3
   1   0   0   0   1   2   1   0   2   0   0   6   2   0   0   0   0  15   2   0   2   2   3   1   2   2   2   1   4   1   0   1   1   2   3   2   0   0   0   1   0   1   1
   0   0   0   0   0   0   0   0   4   2   0   5   3   0   0   0   0   2   7   0   0   2   2   2   1   0   4   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0
   0   0   3   0   0   1   3   0   0   0   0   0   0   1   1   0   0   0   0   5   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   1   0   1   0   5   3   2   0   0   0   0   0   1   1   2   0   0   2   0   0  18   0   0   4   2   3   0   2   4   1   0   0   0   1   1   0   3   2   0   0   0   1   2
   0   0   0   0   1   0   1   0   0   0   0   5   0   0   2   0   0   2   2   0   0  14   6   9   1   1   1   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   2   0   2   0   1   0   0   4   1   0   0   1   0   3   2   0   0   6  18   6   1   0   1   1   0   0   1   0   1   4   2   0   0   0   0   0   0   0   0
   0   0   0   0   2   3   1   1   0   0   0   5   0   0   1   0   0   1   2   0   4   9   6  24   1   1   1   0   8   0   0   0   0   2   2   0   1   0   1   0   0   0   0
   1   0   0   0   0   2   0   0   4   1   0   1   4   0   0   0   0   2   1   0   2   1   1   1  17   1   1   7   4   1   0   0   1   3   2   3   0   0   0   0   0   3   2
   2   0   0   0   4   8   5   2   0   0   0   3   1   1  13   1   2   2   0   1   3   1   0   1   1  23   0   0   1   1   0   0   0   1   1   0   0   2   0   0   1   1   2
   0   0   0   0   0   0   0   0   3   1   0   4   1   0   0   0   1   2   4   0   0   1   1   1   1   0   5   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   1   1   0   0  17   0   0   0   0   1   0   0   2   0   1   0   7   0   0  22   6   0   0   0   6  12  10   2   0   0   0   0   0   2   0
   1   0   0   0   3   3   0   0   0   1   0   1   6   0   1   0   0   4   0   0   4   2   0   8   4   1   0   6  26   2   0   0   2   3   3   2   1   1   1   2   0   3   0
   2   0   1   0   6   5   4   0   0   0   0   0   1   1   1   0   0   1   0   0   1   0   0   0   1   1   0   0   2  15   1   0   0   0   0   1   0   2   0   0   0   1   0
   0   0   0   0   8  17   4   6   0   0   1   0   0   1  16   0   2   0   0   0   0   0   1   0   0   0   0   0   0   1  27   0   0   0   0   0   0   1   0   0   7   0   0
   0   0   1   0   3   5   1   0   0   0   0   0   0   0   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   9   0   0   0   0   1   1   0   0   0   0   0
   0   0   0   0   0   1   0   0   0   0   0   0   6   0   0   0   0   1   0   0   0   0   1   0   1   0   0   6   2   0   0   0  11   9   8   0   0   0   0   1   0   0   0
   0   0   0   0   0   1   2   1   0   0   0   5  15   0   1   0   0   2   0   0   1   0   4   2   3   1   0  12   3   0   0   0   9  28  22   2   0   0   0   1   0   2   0
   0   0   0   0   0   1   2   0   1   0   0   5  13   0   0   0   0   3   1   0   1   0   2   2   2   1   1  10   3   0   0   0   8  22  24   2   0   0   0   1   0   2   0
   1   0   1   0   0   0   0   1   0   0   0   0   3   0   0   0   0   2   0   0   0   0   0   0   3   0   0   2   2   1   0   0   0   2   2  10   0   0   0   0   0   2   2
   0   0   1   0   0   0   1   0   0   0   0   0   0   0   1   0   0   0   0   0   3   0   0   1   0   0   0   0   1   0   0   1   0   0   0   0   6   0   0   0   0   0   0
   1   0   2   1  11  18   5   2   0   0   1   0   0   4   7   0   2   0   0   0   2   0   0   0   0   2   0   0   1   2   1   1   0   0   0   0   0  36   0   1   2   0   2
   0   1   0   0   1   2   4   0   0   0   0   0   0   2   0   2   1   0   0   0   0   0   0   1   0   0   0   0   1   0   0   0   0   0   0   0   0   0   9   0   0   0   0
   0   0   0   0   0   1   0   0   0   0   0   1   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   2   0   0   0   1   1   1   0   0   1   0   5   0   0   0
   1   0   0   0   7  10   2   1   0   0   0   0   0   1   4   1   2   0   0   0   0   0   0   0   0   1   0   0   0   0   7   0   0   0   0   0   0   2   0   0  15   0   0
   1   0   0   0   0   2   1   0   0   0   0   0   2   0   0   0   0   1   0   0   1   0   0   0   3   1   0   2   3   1   0   0   0   2   2   2   0   0   0   0   0   6   1
   0   0   0   1   3   5   0   0   0   0   0   1   0   3   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
 0.000 0.500 0.542 0.540 0.627 0.620 0.625 0.541 0.375 0.500 0.512 0.417 0.500 0.560 0.585 0.533 0.540 0.417 0.417 0.581 0.500 0.375 0.375 0.375 0.400 0.549 0.533 0.500 0.417 0.571 0.535 0.500 0.000 0.000 0.000 0.500 0.444 0.560 0.475 0.463 0.537 0.400 0.424
 0.500 0.000 0.891 0.887 0.667 0.670 0.680 0.642 0.406 0.423 0.767 0.412 0.375 0.689 0.663 0.622 0.743 0.412 0.471 0.638 0.406 0.367 0.367 0.367 0.375 0.526 0.594 0.385 0.441 0.522 0.630 0.475 0.375 0.389 0.364 0.500 0.434 0.640 0.532 0.539 0.554 0.441 0.477
 0.542 0.891 0.000 0.970 0.711 0.713 0.728 0.667 0.483 0.522 0.767 0.483 0.476 0.693 0.700 0.648 0.720 0.483 0.414 0.687 0.440 0.407 0.407 0.444 0.444 0.527 0.519 0.478 0.414 0.538 0.662 0.492 0.400 0.400 0.375 0.440 0.431 0.704 0.532 0.563 0.587 0.517 0.483
 0.540 0.887 0.970 0.000 0.705 0.698 0.711 0.660 0.406 0.423 0.789 0.412 0.375 0.679 0.705 0.649 0.714 0.412 0.412 0.681 0.406 0.367 0.367 0.367 0.375 0.526 0.500 0.385 0.412 0.537 0.671 0.492 0.375 0.389 0.364 0.433 0.434 0.680 0.532 0.566 0.585 0.441 0.477
 0.627 0.667 0.711 0.705 0.000 0.987 0.987 0.962 0.438 0.500 0.662 0.444 0.375 0.679 0.727 0.683 0.727 0.444 0.444 0.705 0.438 0.357 0.357 0.357 0.375 0.569 0.524 0.400 0.444 0.594 0.692 0.490 0.333 0.375 0.333 0.500 0.475 0.701 0.533 0.571 0.586 0.500 0.467
 0.620 0.670 0.713 0.698 0.987 0.000 0.980 0.962 0.438 0.462 0.678 0.441 0.417 0.717 0.737 0.676 0.729 0.441 0.441 0.696 0.438 0.400 0.400 0.400 0.406 0.605 0.531 0.423 0.441 0.582 0.699 0.556 0.500 0.444 0.455 0.467 0.453 0.740 0.532 0.590 0.615 0.472 0.492
 0.625 0.680 0.728 0.711 0.987 0.980 0.000 0.962 0.444 0.476 0.691 0.448 0.421 0.701 0.744 0.681 0.735 0.448 0.448 0.701 0.444 0.400 0.400 0.400 0.407 0.609 0.560 0.429 0.448 0.585 0.714 0.541 0.500 0.438 0.455 0.480 0.455 0.742 0.541 0.609 0.619 0.484 0.500
 0.541 0.642 0.667 0.660 0.962 0.962 0.962 0.000 0.500 0.500 0.628 0.667 0.500 0.623 0.679 0.667 0.679 0.667 0.667 0.705 0.500 0.500 0.500 0.500 0.500 0.542 0.538 0.500 0.667 0.543 0.673 0.485 0.000 0.000 0.000 0.667 0.522 0.660 0.528 0.525 0.537 0.750 0.500
 0.375 0.406 0.483 0.406 0.438 0.438 0.444 0.500 0.000 1.000 0.414 0.819 0.833 0.438 0.417 0.417 0.406 0.795 0.768 0.417 0.627 0.750 0.750 0.761 0.814 0.381 0.538 0.814 0.783 0.467 0.375 0.457 0.702 0.726 0.688 0.743 0.520 0.483 0.400 0.516 0.500 0.744 0.527
 0.500 0.423 0.522 0.423 0.500 0.462 0.476 0.500 1.000 0.000 0.435 0.818 0.833 0.462 0.444 0.400 0.423 0.792 0.763 0.417 0.630 0.744 0.744 0.756 0.813 0.400 0.538 0.821 0.779 0.462 0.375 0.483 0.702 0.726 0.688 0.743 0.545 0.522 0.429 0.516 0.500 0.731 0.531
 0.512 0.767 0.767 0.789 0.662 0.678 0.691 0.628 0.414 0.435 0.000 0.419 0.423 0.667 0.688 0.635 0.703 0.424 0.444 0.656 0.414 0.379 0.379 0.406 0.412 0.522 0.548 0.400 0.444 0.526 0.667 0.453 0.500 0.444 0.455 0.448 0.442 0.659 0.535 0.545 0.589 0.455 0.472
 0.417 0.412 0.483 0.412 0.444 0.441 0.448 0.667 0.819 0.818 0.419 0.000 0.844 0.441 0.423 0.429 0.412 0.884 0.852 0.500 0.662 0.774 0.774 0.786 0.870 0.400 0.571 0.873 0.841 0.550 0.500 0.487 0.714 0.754 0.721 0.823 0.537 0.484 0.407 0.594 0.500 0.773 0.561
 0.500 0.375 0.476 0.375 0.375 0.417 0.421 0.500 0.833 0.833 0.423 0.844 0.000 0.417 0.375 0.375 0.375 0.795 0.750 0.417 0.640 0.763 0.758 0.771 0.844 0.400 0.544 0.890 0.776 0.455 0.375 0.483 0.857 0.899 0.885 0.747 0.565 0.476 0.381 0.548 0.375 0.732 0.542
 0.560 0.689 0.693 0.679 0.679 0.717 0.701 0.623 0.438 0.462 0.667 0.441 0.417 0.000 0.653 0.608 0.676 0.441 0.500 0.681 0.438 0.400 0.400 0.400 0.406 0.553 0.625 0.423 0.471 0.537 0.616 0.492 0.500 0.444 0.455 0.533 0.453 0.690 0.544 0.539 0.585 0.471 0.492
 0.585 0.663 0.700 0.705 0.727 0.737 0.744 0.679 0.417 0.444 0.688 0.423 0.375 0.653 0.000 0.823 0.684 0.423 0.423 0.638 0.417 0.364 0.364 0.364 0.375 0.571 0.516 0.389 0.423 0.580 0.961 0.517 0.375 0.400 0.375 0.455 0.469 0.707 0.534 0.587 0.581 0.462 0.474
 0.533 0.622 0.648 0.649 0.683 0.676 0.681 0.667 0.417 0.400 0.635 0.429 0.375 0.608 0.823 0.000 0.649 0.429 0.429 0.630 0.429 0.400 0.400 0.400 0.417 0.540 0.458 0.400 0.429 0.567 0.788 0.500 0.333 0.400 0.333 0.429 0.486 0.648 0.538 0.583 0.545 0.429 0.474
 0.540 0.743 0.720 0.714 0.727 0.729 0.735 0.679 0.406 0.423 0.703 0.412 0.375 0.676 0.684 0.649 0.000 0.412 0.441 0.647 0.406 0.367 0.367 0.367 0.375 0.566 0.531 0.385 0.471 0.530 0.658 0.500 0.375 0.389 0.364 0.467 0.453 0.670 0.519 0.557 0.578 0.444 0.492
 0.417 0.412 0.483 0.412 0.444 0.441 0.448 0.667 0.795 0.792 0.424 0.884 0.795 0.441 0.423 0.429 0.412 0.000 0.889 0.500 0.646 0.778 0.778 0.789 0.857 0.400 0.569 0.835 0.884 0.550 0.500 0.487 0.682 0.719 0.698 0.790 0.554 0.484 0.414 0.588 0.500 0.787 0.552
 0.417 0.471 0.414 0.412 0.444 0.441 0.448 0.667 0.768 0.763 0.444 0.852 0.750 0.500 0.423 0.429 0.441 0.889 0.000 0.625 0.633 0.735 0.735 0.733 0.813 0.440 0.607 0.810 0.889 0.550 0.500 0.487 0.644 0.690 0.659 0.850 0.554 0.419 0.483 0.594 0.500 0.744 0.561
 0.581 0.638 0.687 0.681 0.705 0.696 0.701 0.705 0.417 0.417 0.656 0.500 0.417 0.681 0.638 0.630 0.647 0.500 0.625 0.000 0.444 0.417 0.417 0.417 0.571 0.581 0.542 0.583 0.625 0.552 0.597 0.500 0.400 0.444 0.400 0.611 0.500 0.662 0.509 0.508 0.537 0.500 0.444
 0.500 0.406 0.440 0.406 0.438 0.438 0.444 0.500 0.627 0.630 0.414 0.662 0.640 0.438 0.417 0.429 0.406 0.646 0.633 0.444 0.000 0.649 0.649 0.649 0.646 0.478 0.500 0.636 0.633 0.474 0.429 0.514 0.475 0.566 0.487 0.627 0.538 0.448 0.407 0.500 0.429 0.627 0.545
 0.375 0.367 0.407 0.367 0.357 0.400 0.400 0.500 0.750 0.744 0.379 0.774 0.763 0.400 0.364 0.400 0.367 0.778 0.735 0.417 0.649 0.000 0.990 0.980 0.783 0.381 0.519 0.756 0.764 0.462 0.375 0.486 0.680 0.714 0.696 0.680 0.538 0.407 0.360 0.548 0.375 0.721 0.537
 0.375 0.367 0.407 0.367 0.357 0.400 0.400 0.500 0.750 0.744 0.379 0.774 0.758 0.400 0.364 0.400 0.367 0.778 0.735 0.417 0.649 0.990 0.000 0.980 0.783 0.381 0.519 0.756 0.764 0.462 0.375 0.486 0.680 0.714 0.696 0.680 0.538 0.407 0.360 0.548 0.375 0.721 0.537
 0.375 0.367 0.444 0.367 0.357 0.400 0.400 0.500 0.761 0.756 0.406 0.786 0.771 0.400 0.364 0.400 0.367 0.789 0.733 0.417 0.649 0.980 0.980 0.000 0.789 0.381 0.526 0.767 0.761 0.462 0.375 0.486 0.679 0.712 0.694 0.680 0.538 0.444 0.360 0.548 0.375 0.733 0.537
 0.400 0.375 0.444 0.375 0.375 0.406 0.407 0.500 0.814 0.813 0.412 0.870 0.844 0.406 0.375 0.417 0.375 0.857 0.813 0.571 0.646 0.783 0.783 0.789 0.000 0.391 0.559 0.944 0.871 0.500 0.400 0.459 0.725 0.781 0.740 0.797 0.537 0.448 0.370 0.576 0.400 0.779 0.536
 0.549 0.526 0.527 0.526 0.569 0.605 0.609 0.542 0.381 0.400 0.522 0.400 0.400 0.553 0.571 0.540 0.566 0.400 0.440 0.581 0.478 0.381 0.381 0.381 0.391 0.000 0.560 0.412 0.440 0.508 0.516 0.471 0.400 0.444 0.400 0.476 0.449 0.566 0.473 0.476 0.490 0.391 0.455
